Date,Home Team,Road Team,City,State,League,Sport
06/29/23,Boston Red Sox,Miami Marlins,Boston,Massachusetts,MLB,Baseball
06/29/23,Chicago Cubs,Philadelphia Phillies,Chicago,Illinois,MLB,Baseball
06/29/23,Colorado Rockies,Los Angeles Dodgers,Denver,Colorado,MLB,Baseball
06/29/23,Kansas City Royals,Cleveland Guardians,Kansas City,Missouri,MLB,Baseball
06/29/23,New York Mets,Milwaukee Brewers,New York,New York,MLB,Baseball
06/29/23,Oakland Athletics,New York Yankees,Oakland,California,MLB,Baseball
06/29/23,Pittsburgh Pirates,San Diego Padres,Pittsburgh,Pennsylvania,MLB,Baseball
06/29/23,St. Louis Cardinals,Houston Astros,St. Louis,Missouri,MLB,Baseball
06/29/23,Texas Rangers,Detroit Tigers,Arlington,Texas,MLB,Baseball
06/29/23,Toronto Blue Jays,San Francisco Giants,Toronto,Ontario,MLB,Baseball
06/30/23,Los Angeles Angels,Arizona Diamondbacks,Los Angeles,California,MLB,Baseball
06/30/23,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
06/30/23,Baltimore Orioles,Minnesota Twins,Baltimore,Maryland,MLB,Baseball
06/30/23,Chicago Cubs,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
06/30/23,Cincinnati Reds,San Diego Padres,Cincinnati,Ohio,MLB,Baseball
06/30/23,Colorado Rockies,Detroit Tigers,Denver,Colorado,MLB,Baseball
06/30/23,Kansas City Royals,Los Angeles Dodgers,Kansas City,Missouri,MLB,Baseball
06/30/23,New York Mets,San Francisco Giants,New York,New York,MLB,Baseball
06/30/23,Oakland Athletics,Chicago White Sox,Oakland,California,MLB,Baseball
06/30/23,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
06/30/23,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh,Pennsylvania,MLB,Baseball
06/30/23,Seattle Mariners,Tampa Bay Rays,Seattle,Washington,MLB,Baseball
06/30/23,Texas Rangers,Houston Astros,Arlington,Texas,MLB,Baseball
06/30/23,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
07/01/23,Los Angeles Angels,Arizona Diamondbacks,Los Angeles,California,MLB,Baseball
07/01/23,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
07/01/23,Baltimore Orioles,Minnesota Twins,Baltimore,Maryland,MLB,Baseball
07/01/23,Chicago Cubs,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
07/01/23,Cincinnati Reds,San Diego Padres,Cincinnati,Ohio,MLB,Baseball
07/01/23,Colorado Rockies,Detroit Tigers,Denver,Colorado,MLB,Baseball
07/01/23,Kansas City Royals,Los Angeles Dodgers,Kansas City,Missouri,MLB,Baseball
07/01/23,New York Mets,San Francisco Giants,New York,New York,MLB,Baseball
07/01/23,Oakland Athletics,Chicago White Sox,Oakland,California,MLB,Baseball
07/01/23,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
07/01/23,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh,Pennsylvania,MLB,Baseball
07/01/23,Seattle Mariners,Tampa Bay Rays,Seattle,Washington,MLB,Baseball
07/01/23,St. Louis Cardinals,New York Yankees,St. Louis,Missouri,MLB,Baseball
07/01/23,St. Louis Cardinals,New York Yankees,St. Louis,Missouri,MLB,Baseball
07/01/23,Texas Rangers,Houston Astros,Arlington,Texas,MLB,Baseball
07/01/23,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
07/02/23,Los Angeles Angels,Arizona Diamondbacks,Los Angeles,California,MLB,Baseball
07/02/23,Atlanta Braves,Miami Marlins,Atlanta,Georgia,MLB,Baseball
07/02/23,Baltimore Orioles,Minnesota Twins,Baltimore,Maryland,MLB,Baseball
07/02/23,Chicago Cubs,Cleveland Guardians,Chicago,Illinois,MLB,Baseball
07/02/23,Cincinnati Reds,San Diego Padres,Cincinnati,Ohio,MLB,Baseball
07/02/23,Colorado Rockies,Detroit Tigers,Denver,Colorado,MLB,Baseball
07/02/23,Kansas City Royals,Los Angeles Dodgers,Kansas City,Missouri,MLB,Baseball
07/02/23,New York Mets,San Francisco Giants,New York,New York,MLB,Baseball
07/02/23,Oakland Athletics,Chicago White Sox,Oakland,California,MLB,Baseball
07/02/23,Philadelphia Phillies,Washington Nationals,Philadelphia,Pennsylvania,MLB,Baseball
07/02/23,Pittsburgh Pirates,Milwaukee Brewers,Pittsburgh,Pennsylvania,MLB,Baseball
07/02/23,Seattle Mariners,Tampa Bay Rays,Seattle,Washington,MLB,Baseball
07/02/23,St. Louis Cardinals,New York Yankees,St. Louis,Missouri,MLB,Baseball
07/02/23,Texas Rangers,Houston Astros,Arlington,Texas,MLB,Baseball
07/02/23,Toronto Blue Jays,Boston Red Sox,Toronto,Ontario,MLB,Baseball
07/03/23,Cleveland Guardians,Atlanta Braves,Cleveland,Ohio,MLB,Baseball
07/03/23,Los Angeles Dodgers,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
07/03/23,Miami Marlins,St. Louis Cardinals,Miami,Florida,MLB,Baseball
07/03/23,Milwaukee Brewers,Chicago Cubs,Milwaukee,Wisconsin,MLB,Baseball
07/03/23,Minnesota Twins,Kansas City Royals,Minneapolis,Minnesota,MLB,Baseball
07/03/23,New York Yankees,Baltimore Orioles,New York,New York,MLB,Baseball
07/03/23,San Diego Padres,Los Angeles Angels,San Diego,California,MLB,Baseball
07/03/23,San Francisco Giants,Seattle Mariners,San Francisco,California,MLB,Baseball
07/03/23,Texas Rangers,Houston Astros,Arlington,Texas,MLB,Baseball
07/03/23,Washington Nationals,Cincinnati Reds,Washington D.C.,Washington D.C.,MLB,Baseball
07/04/23,Arizona Diamondbacks,New York Mets,Phoenix,Arizona,MLB,Baseball
07/04/23,Boston Red Sox,Texas Rangers,Boston,Massachusetts,MLB,Baseball
07/04/23,Chicago White Sox,Toronto Blue Jays,Chicago,Illinois,MLB,Baseball
07/04/23,Cleveland Guardians,Atlanta Braves,Cleveland,Ohio,MLB,Baseball
07/04/23,Detroit Tigers,Oakland Athletics,Detroit,Michigan,MLB,Baseball
07/04/23,Houston Astros,Colorado Rockies,Houston,Texas,MLB,Baseball
07/04/23,Los Angeles Dodgers,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
07/04/23,Miami Marlins,St. Louis Cardinals,Miami,Florida,MLB,Baseball
07/04/23,Milwaukee Brewers,Chicago Cubs,Milwaukee,Wisconsin,MLB,Baseball
07/04/23,Minnesota Twins,Kansas City Royals,Minneapolis,Minnesota,MLB,Baseball
07/04/23,New York Yankees,Baltimore Orioles,New York,New York,MLB,Baseball
07/04/23,San Diego Padres,Los Angeles Angels,San Diego,California,MLB,Baseball
07/04/23,San Francisco Giants,Seattle Mariners,San Francisco,California,MLB,Baseball
07/04/23,Tampa Bay Rays,Philadelphia Phillies,Tampa,Florida,MLB,Baseball
07/04/23,Washington Nationals,Cincinnati Reds,Washington D.C.,Washington D.C.,MLB,Baseball
07/05/23,Arizona Diamondbacks,New York Mets,Phoenix,Arizona,MLB,Baseball
07/05/23,Boston Red Sox,Texas Rangers,Boston,Massachusetts,MLB,Baseball
07/05/23,Cleveland Guardians,Atlanta Braves,Cleveland,Ohio,MLB,Baseball
07/05/23,Detroit Tigers,Oakland Athletics,Detroit,Michigan,MLB,Baseball
07/05/23,Houston Astros,Colorado Rockies,Houston,Texas,MLB,Baseball
07/05/23,Los Angeles Dodgers,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
07/05/23,Miami Marlins,St. Louis Cardinals,Miami,Florida,MLB,Baseball
07/05/23,Milwaukee Brewers,Chicago Cubs,Milwaukee,Wisconsin,MLB,Baseball
07/05/23,Minnesota Twins,Kansas City Royals,Minneapolis,Minnesota,MLB,Baseball
07/05/23,New York Yankees,Baltimore Orioles,New York,New York,MLB,Baseball
07/05/23,San Diego Padres,Los Angeles Angels,San Diego,California,MLB,Baseball
07/05/23,San Francisco Giants,Seattle Mariners,San Francisco,California,MLB,Baseball
07/05/23,Tampa Bay Rays,Philadelphia Phillies,Tampa,Florida,MLB,Baseball
07/05/23,Washington Nationals,Cincinnati Reds,Washington D.C.,Washington D.C.,MLB,Baseball
07/06/23,Arizona Diamondbacks,New York Mets,Phoenix,Arizona,MLB,Baseball
07/06/23,Boston Red Sox,Texas Rangers,Boston,Massachusetts,MLB,Baseball
07/06/23,Chicago White Sox,Toronto Blue Jays,Chicago,Illinois,MLB,Baseball
07/06/23,Chicago White Sox,Toronto Blue Jays,Chicago,Illinois,MLB,Baseball
07/06/23,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
07/06/23,Detroit Tigers,Oakland Athletics,Detroit,Michigan,MLB,Baseball
07/06/23,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
07/06/23,Los Angeles Dodgers,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
07/06/23,Miami Marlins,St. Louis Cardinals,Miami,Florida,MLB,Baseball
07/06/23,Milwaukee Brewers,Chicago Cubs,Milwaukee,Wisconsin,MLB,Baseball
07/06/23,New York Yankees,Baltimore Orioles,New York,New York,MLB,Baseball
07/06/23,Tampa Bay Rays,Philadelphia Phillies,Tampa,Florida,MLB,Baseball
07/06/23,Washington Nationals,Cincinnati Reds,Washington D.C.,Washington D.C.,MLB,Baseball
07/07/23,Arizona Diamondbacks,Pittsburgh Pirates,Phoenix,Arizona,MLB,Baseball
07/07/23,Boston Red Sox,Oakland Athletics,Boston,Massachusetts,MLB,Baseball
07/07/23,Chicago White Sox,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
07/07/23,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
07/07/23,Detroit Tigers,Toronto Blue Jays,Detroit,Michigan,MLB,Baseball
07/07/23,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
07/07/23,Los Angeles Dodgers,Los Angeles Angels,Los Angeles,California,MLB,Baseball
07/07/23,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
07/07/23,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
07/07/23,Minnesota Twins,Baltimore Orioles,Minneapolis,Minnesota,MLB,Baseball
07/07/23,New York Yankees,Chicago Cubs,New York,New York,MLB,Baseball
07/07/23,San Diego Padres,New York Mets,San Diego,California,MLB,Baseball
07/07/23,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
07/07/23,Tampa Bay Rays,Atlanta Braves,Tampa,Florida,MLB,Baseball
07/07/23,Washington Nationals,Texas Rangers,Washington D.C.,Washington D.C.,MLB,Baseball
07/08/23,Arizona Diamondbacks,Pittsburgh Pirates,Phoenix,Arizona,MLB,Baseball
07/08/23,Boston Red Sox,Oakland Athletics,Boston,Massachusetts,MLB,Baseball
07/08/23,Chicago White Sox,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
07/08/23,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
07/08/23,Detroit Tigers,Toronto Blue Jays,Detroit,Michigan,MLB,Baseball
07/08/23,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
07/08/23,Los Angeles Dodgers,Los Angeles Angels,Los Angeles,California,MLB,Baseball
07/08/23,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
07/08/23,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
07/08/23,Minnesota Twins,Baltimore Orioles,Minneapolis,Minnesota,MLB,Baseball
07/08/23,New York Yankees,Chicago Cubs,New York,New York,MLB,Baseball
07/08/23,San Diego Padres,New York Mets,San Diego,California,MLB,Baseball
07/08/23,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
07/08/23,Tampa Bay Rays,Atlanta Braves,Tampa,Florida,MLB,Baseball
07/08/23,Washington Nationals,Texas Rangers,Washington D.C.,Washington D.C.,MLB,Baseball
07/09/23,Arizona Diamondbacks,Pittsburgh Pirates,Phoenix,Arizona,MLB,Baseball
07/09/23,Boston Red Sox,Oakland Athletics,Boston,Massachusetts,MLB,Baseball
07/09/23,Chicago White Sox,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
07/09/23,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
07/09/23,Detroit Tigers,Toronto Blue Jays,Detroit,Michigan,MLB,Baseball
07/09/23,Houston Astros,Seattle Mariners,Houston,Texas,MLB,Baseball
07/09/23,Miami Marlins,Philadelphia Phillies,Miami,Florida,MLB,Baseball
07/09/23,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
07/09/23,Minnesota Twins,Baltimore Orioles,Minneapolis,Minnesota,MLB,Baseball
07/09/23,New York Yankees,Chicago Cubs,New York,New York,MLB,Baseball
07/09/23,San Diego Padres,New York Mets,San Diego,California,MLB,Baseball
07/09/23,San Francisco Giants,Colorado Rockies,San Francisco,California,MLB,Baseball
07/09/23,Tampa Bay Rays,Atlanta Braves,Tampa,Florida,MLB,Baseball
07/09/23,Washington Nationals,Texas Rangers,Washington D.C.,Washington D.C.,MLB,Baseball
07/14/23,Los Angeles Angels,Houston Astros,Los Angeles,California,MLB,Baseball
07/14/23,Atlanta Braves,Chicago White Sox,Atlanta,Georgia,MLB,Baseball
07/14/23,Baltimore Orioles,Miami Marlins,Baltimore,Maryland,MLB,Baseball
07/14/23,Chicago Cubs,Boston Red Sox,Chicago,Illinois,MLB,Baseball
07/14/23,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
07/14/23,Colorado Rockies,New York Yankees,Denver,Colorado,MLB,Baseball
07/14/23,New York Mets,Los Angeles Dodgers,New York,New York,MLB,Baseball
07/14/23,Oakland Athletics,Minnesota Twins,Oakland,California,MLB,Baseball
07/14/23,Philadelphia Phillies,San Diego Padres,Philadelphia,Pennsylvania,MLB,Baseball
07/14/23,Pittsburgh Pirates,San Francisco Giants,Pittsburgh,Pennsylvania,MLB,Baseball
07/14/23,Seattle Mariners,Detroit Tigers,Seattle,Washington,MLB,Baseball
07/14/23,St. Louis Cardinals,Washington Nationals,St. Louis,Missouri,MLB,Baseball
07/14/23,Texas Rangers,Cleveland Guardians,Arlington,Texas,MLB,Baseball
07/14/23,Toronto Blue Jays,Arizona Diamondbacks,Toronto,Ontario,MLB,Baseball
07/15/23,Los Angeles Angels,Houston Astros,Los Angeles,California,MLB,Baseball
07/15/23,Atlanta Braves,Chicago White Sox,Atlanta,Georgia,MLB,Baseball
07/15/23,Baltimore Orioles,Miami Marlins,Baltimore,Maryland,MLB,Baseball
07/15/23,Chicago Cubs,Boston Red Sox,Chicago,Illinois,MLB,Baseball
07/15/23,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
07/15/23,Colorado Rockies,New York Yankees,Denver,Colorado,MLB,Baseball
07/15/23,Kansas City Royals,Tampa Bay Rays,Kansas City,Missouri,MLB,Baseball
07/15/23,Kansas City Royals,Tampa Bay Rays,Kansas City,Missouri,MLB,Baseball
07/15/23,New York Mets,Los Angeles Dodgers,New York,New York,MLB,Baseball
07/15/23,Oakland Athletics,Minnesota Twins,Oakland,California,MLB,Baseball
07/15/23,Philadelphia Phillies,San Diego Padres,Philadelphia,Pennsylvania,MLB,Baseball
07/15/23,Philadelphia Phillies,San Diego Padres,Philadelphia,Pennsylvania,MLB,Baseball
07/15/23,Pittsburgh Pirates,San Francisco Giants,Pittsburgh,Pennsylvania,MLB,Baseball
07/15/23,Seattle Mariners,Detroit Tigers,Seattle,Washington,MLB,Baseball
07/15/23,St. Louis Cardinals,Washington Nationals,St. Louis,Missouri,MLB,Baseball
07/15/23,Texas Rangers,Cleveland Guardians,Arlington,Texas,MLB,Baseball
07/15/23,Toronto Blue Jays,Arizona Diamondbacks,Toronto,Ontario,MLB,Baseball
07/16/23,Los Angeles Angels,Houston Astros,Los Angeles,California,MLB,Baseball
07/16/23,Atlanta Braves,Chicago White Sox,Atlanta,Georgia,MLB,Baseball
07/16/23,Baltimore Orioles,Miami Marlins,Baltimore,Maryland,MLB,Baseball
07/16/23,Chicago Cubs,Boston Red Sox,Chicago,Illinois,MLB,Baseball
07/16/23,Cincinnati Reds,Milwaukee Brewers,Cincinnati,Ohio,MLB,Baseball
07/16/23,Colorado Rockies,New York Yankees,Denver,Colorado,MLB,Baseball
07/16/23,Kansas City Royals,Tampa Bay Rays,Kansas City,Missouri,MLB,Baseball
07/16/23,New York Mets,Los Angeles Dodgers,New York,New York,MLB,Baseball
07/16/23,Oakland Athletics,Minnesota Twins,Oakland,California,MLB,Baseball
07/16/23,Philadelphia Phillies,San Diego Padres,Philadelphia,Pennsylvania,MLB,Baseball
07/16/23,Pittsburgh Pirates,San Francisco Giants,Pittsburgh,Pennsylvania,MLB,Baseball
07/16/23,Seattle Mariners,Detroit Tigers,Seattle,Washington,MLB,Baseball
07/16/23,St. Louis Cardinals,Washington Nationals,St. Louis,Missouri,MLB,Baseball
07/16/23,Texas Rangers,Cleveland Guardians,Arlington,Texas,MLB,Baseball
07/16/23,Toronto Blue Jays,Arizona Diamondbacks,Toronto,Ontario,MLB,Baseball
07/17/23,Los Angeles Angels,New York Yankees,Los Angeles,California,MLB,Baseball
07/17/23,Baltimore Orioles,Los Angeles Dodgers,Baltimore,Maryland,MLB,Baseball
07/17/23,Chicago Cubs,Washington Nationals,Chicago,Illinois,MLB,Baseball
07/17/23,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
07/17/23,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
07/17/23,Oakland Athletics,Boston Red Sox,Oakland,California,MLB,Baseball
07/17/23,Pittsburgh Pirates,Cleveland Guardians,Pittsburgh,Pennsylvania,MLB,Baseball
07/17/23,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
07/17/23,St. Louis Cardinals,Miami Marlins,St. Louis,Missouri,MLB,Baseball
07/17/23,Texas Rangers,Tampa Bay Rays,Arlington,Texas,MLB,Baseball
07/18/23,Los Angeles Angels,New York Yankees,Los Angeles,California,MLB,Baseball
07/18/23,Atlanta Braves,Arizona Diamondbacks,Atlanta,Georgia,MLB,Baseball
07/18/23,Baltimore Orioles,Los Angeles Dodgers,Baltimore,Maryland,MLB,Baseball
07/18/23,Chicago Cubs,Washington Nationals,Chicago,Illinois,MLB,Baseball
07/18/23,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
07/18/23,Colorado Rockies,Houston Astros,Denver,Colorado,MLB,Baseball
07/18/23,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
07/18/23,New York Mets,Chicago White Sox,New York,New York,MLB,Baseball
07/18/23,Oakland Athletics,Boston Red Sox,Oakland,California,MLB,Baseball
07/18/23,Philadelphia Phillies,Milwaukee Brewers,Philadelphia,Pennsylvania,MLB,Baseball
07/18/23,Pittsburgh Pirates,Cleveland Guardians,Pittsburgh,Pennsylvania,MLB,Baseball
07/18/23,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
07/18/23,St. Louis Cardinals,Miami Marlins,St. Louis,Missouri,MLB,Baseball
07/18/23,Texas Rangers,Tampa Bay Rays,Arlington,Texas,MLB,Baseball
07/18/23,Toronto Blue Jays,San Diego Padres,Toronto,Ontario,MLB,Baseball
07/19/23,Los Angeles Angels,New York Yankees,Los Angeles,California,MLB,Baseball
07/19/23,Atlanta Braves,Arizona Diamondbacks,Atlanta,Georgia,MLB,Baseball
07/19/23,Baltimore Orioles,Los Angeles Dodgers,Baltimore,Maryland,MLB,Baseball
07/19/23,Chicago Cubs,Washington Nationals,Chicago,Illinois,MLB,Baseball
07/19/23,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
07/19/23,Colorado Rockies,Houston Astros,Denver,Colorado,MLB,Baseball
07/19/23,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
07/19/23,New York Mets,Chicago White Sox,New York,New York,MLB,Baseball
07/19/23,Oakland Athletics,Boston Red Sox,Oakland,California,MLB,Baseball
07/19/23,Philadelphia Phillies,Milwaukee Brewers,Philadelphia,Pennsylvania,MLB,Baseball
07/19/23,Pittsburgh Pirates,Cleveland Guardians,Pittsburgh,Pennsylvania,MLB,Baseball
07/19/23,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
07/19/23,St. Louis Cardinals,Miami Marlins,St. Louis,Missouri,MLB,Baseball
07/19/23,Texas Rangers,Tampa Bay Rays,Arlington,Texas,MLB,Baseball
07/19/23,Toronto Blue Jays,San Diego Padres,Toronto,Ontario,MLB,Baseball
07/20/23,Atlanta Braves,Arizona Diamondbacks,Atlanta,Georgia,MLB,Baseball
07/20/23,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
07/20/23,Cincinnati Reds,San Francisco Giants,Cincinnati,Ohio,MLB,Baseball
07/20/23,Kansas City Royals,Detroit Tigers,Kansas City,Missouri,MLB,Baseball
07/20/23,New York Mets,Chicago White Sox,New York,New York,MLB,Baseball
07/20/23,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
07/20/23,Philadelphia Phillies,Milwaukee Brewers,Philadelphia,Pennsylvania,MLB,Baseball
07/20/23,Seattle Mariners,Minnesota Twins,Seattle,Washington,MLB,Baseball
07/20/23,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
07/20/23,Toronto Blue Jays,San Diego Padres,Toronto,Ontario,MLB,Baseball
07/21/23,Los Angeles Angels,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
07/21/23,Boston Red Sox,New York Mets,Boston,Massachusetts,MLB,Baseball
07/21/23,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
07/21/23,Cincinnati Reds,Arizona Diamondbacks,Cincinnati,Ohio,MLB,Baseball
07/21/23,Cleveland Guardians,Philadelphia Phillies,Cleveland,Ohio,MLB,Baseball
07/21/23,Detroit Tigers,San Diego Padres,Detroit,Michigan,MLB,Baseball
07/21/23,Miami Marlins,Colorado Rockies,Miami,Florida,MLB,Baseball
07/21/23,Milwaukee Brewers,Atlanta Braves,Milwaukee,Wisconsin,MLB,Baseball
07/21/23,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
07/21/23,New York Yankees,Kansas City Royals,New York,New York,MLB,Baseball
07/21/23,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
07/21/23,Seattle Mariners,Toronto Blue Jays,Seattle,Washington,MLB,Baseball
07/21/23,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
07/21/23,Texas Rangers,Los Angeles Dodgers,Arlington,Texas,MLB,Baseball
07/21/23,Washington Nationals,San Francisco Giants,Washington D.C.,Washington D.C.,MLB,Baseball
07/22/23,Los Angeles Angels,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
07/22/23,Boston Red Sox,New York Mets,Boston,Massachusetts,MLB,Baseball
07/22/23,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
07/22/23,Cincinnati Reds,Arizona Diamondbacks,Cincinnati,Ohio,MLB,Baseball
07/22/23,Cleveland Guardians,Philadelphia Phillies,Cleveland,Ohio,MLB,Baseball
07/22/23,Detroit Tigers,San Diego Padres,Detroit,Michigan,MLB,Baseball
07/22/23,Miami Marlins,Colorado Rockies,Miami,Florida,MLB,Baseball
07/22/23,Milwaukee Brewers,Atlanta Braves,Milwaukee,Wisconsin,MLB,Baseball
07/22/23,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
07/22/23,New York Yankees,Kansas City Royals,New York,New York,MLB,Baseball
07/22/23,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
07/22/23,Seattle Mariners,Toronto Blue Jays,Seattle,Washington,MLB,Baseball
07/22/23,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
07/22/23,Texas Rangers,Los Angeles Dodgers,Arlington,Texas,MLB,Baseball
07/22/23,Washington Nationals,San Francisco Giants,Washington D.C.,Washington D.C.,MLB,Baseball
07/23/23,Los Angeles Angels,Pittsburgh Pirates,Los Angeles,California,MLB,Baseball
07/23/23,Boston Red Sox,New York Mets,Boston,Massachusetts,MLB,Baseball
07/23/23,Chicago Cubs,St. Louis Cardinals,Chicago,Illinois,MLB,Baseball
07/23/23,Cincinnati Reds,Arizona Diamondbacks,Cincinnati,Ohio,MLB,Baseball
07/23/23,Cleveland Guardians,Philadelphia Phillies,Cleveland,Ohio,MLB,Baseball
07/23/23,Detroit Tigers,San Diego Padres,Detroit,Michigan,MLB,Baseball
07/23/23,Miami Marlins,Colorado Rockies,Miami,Florida,MLB,Baseball
07/23/23,Milwaukee Brewers,Atlanta Braves,Milwaukee,Wisconsin,MLB,Baseball
07/23/23,Minnesota Twins,Chicago White Sox,Minneapolis,Minnesota,MLB,Baseball
07/23/23,New York Yankees,Kansas City Royals,New York,New York,MLB,Baseball
07/23/23,Oakland Athletics,Houston Astros,Oakland,California,MLB,Baseball
07/23/23,Seattle Mariners,Toronto Blue Jays,Seattle,Washington,MLB,Baseball
07/23/23,Tampa Bay Rays,Baltimore Orioles,Tampa,Florida,MLB,Baseball
07/23/23,Texas Rangers,Los Angeles Dodgers,Arlington,Texas,MLB,Baseball
07/23/23,Washington Nationals,San Francisco Giants,Washington D.C.,Washington D.C.,MLB,Baseball
07/24/23,Arizona Diamondbacks,St. Louis Cardinals,Phoenix,Arizona,MLB,Baseball
07/24/23,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
07/24/23,Detroit Tigers,San Francisco Giants,Detroit,Michigan,MLB,Baseball
07/24/23,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
07/24/23,Los Angeles Dodgers,Toronto Blue Jays,Los Angeles,California,MLB,Baseball
07/24/23,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
07/24/23,Minnesota Twins,Seattle Mariners,Minneapolis,Minnesota,MLB,Baseball
07/24/23,Philadelphia Phillies,Baltimore Orioles,Philadelphia,Pennsylvania,MLB,Baseball
07/24/23,San Diego Padres,Pittsburgh Pirates,San Diego,California,MLB,Baseball
07/24/23,Washington Nationals,Colorado Rockies,Washington D.C.,Washington D.C.,MLB,Baseball
07/25/23,Arizona Diamondbacks,St. Louis Cardinals,Phoenix,Arizona,MLB,Baseball
07/25/23,Boston Red Sox,Atlanta Braves,Boston,Massachusetts,MLB,Baseball
07/25/23,Chicago White Sox,Chicago Cubs,Chicago,Illinois,MLB,Baseball
07/25/23,Cleveland Guardians,Kansas City Royals,Cleveland,Ohio,MLB,Baseball
07/25/23,Detroit Tigers,Los Angeles Angels,Detroit,Michigan,MLB,Baseball
07/25/23,Houston Astros,Texas Rangers,Houston,Texas,MLB,Baseball
07/25/23,Los Angeles Dodgers,Toronto Blue Jays,Los Angeles,California,MLB,Baseball
07/25/23,Milwaukee Brewers,Cincinnati Reds,Milwaukee,Wisconsin,MLB,Baseball
07/25/23,Minnesota Twins,Seattle Mariners,Minneapolis,Minnesota,MLB,Baseball
07/25/23,New York Yankees,New York Mets,New York,New York,MLB,Baseball
07/25/23,Philadelphia Phillies,Baltimore Orioles,Philadelphia,Pennsylvania,MLB,Baseball
07/25/23,San Diego Padres,Pittsburgh Pirates,San Diego,California,MLB,Baseball
07/25/23,San Francisco Giants,Oakland Athletics,San Francisco,California,MLB,Baseball
07/25/23,Tampa Bay Rays,Miami Marlins,Tampa,Florida,MLB,Baseball
